,Ano de Registo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Classe do veículo,Série
15643,2014,Diesel,Usados,8074535139,VW,00-OO-00,Nacional,75 cv,80 600 km,Citadino,Manual,,Classe 1,
15644,2016,Gasolina,Usados,8074233000,Mitsubishi,22-RQ-82,Nacional,80 cv,62 849 km,Citadino,Manual,,Classe 1,
15645,2015,Diesel,Usados,8064856398,Citroën,08-QJ-59,Nacional,120 cv,75 000 km,Utilitário,Manual,Sim,Classe 1,
15646,2019,Gasolina,Usados,8073311915,Opel,12-XG-70,Nacional,70 cv,13 849 km,Pequeno citadino,Manual,Sim,,
15647,2011,Diesel,Usados,8057127164,Citroën,,Nacional,112 cv,210 182 km,Sedan,Automática,,Classe 1,
15648,2015,Diesel,Usados,8073326137,Peugeot,,Importado,120 cv,97 760 km,SUV / TT,Manual,,Classe 1,
15649,2010,Gasolina,Usados,8070379724,Fiat,,,51 cv,66 337 km,Citadino,,,,
15650,2003,Diesel,Usados,8062448570,BMW,,Nacional,150 cv,202 000 km,Coupé,Manual,,,Série 3
15651,2014,Diesel,Usados,8055124422,Volvo,,,190 cv,165 000 km,Utilitário,Manual,,Classe 1,
15652,2015,Diesel,Usados,8074278626,Fiat,78-PT-09,Nacional,95 cv,82 000 km,Pequeno citadino,Manual,Sim,Classe 1,
15653,2012,Diesel,Usados,8073525079,BMW,,Nacional,183 cv,102 000 km,Carrinha,Automática,,Classe 1,Série 5
15654,2009,Diesel,Usados,8072368658,Citroën,,Nacional,54 cv,100 000 km,Pequeno citadino,Manual,,,
15655,2005,Gasolina,Usados,8074275381,Skoda,,Nacional,75 cv,178 000 km,Carrinha,Manual,,Classe 1,
15656,2013,Diesel,Usados,8073518732,SEAT,,,105 cv,83 000 km,Citadino,Manual,,,
15657,2008,Diesel,Usados,8073519782,VW,,,105 cv,230 000 km,Carrinha,Manual,,,
15658,2009,Gasolina,Usados,8074270320,Smart,,,71 cv,134 400 km,Pequeno citadino,Semi-automática,,Classe 1,
15659,2015,Diesel,Usados,8064856398,Citroën,08-QJ-59,Nacional,120 cv,75 000 km,Utilitário,Manual,Sim,Classe 1,
15660,2006,Gasolina,Usados,8074277908,Ford,,Nacional,75 cv,192 000 km,Citadino,Manual,,Classe 1,
15661,2019,Gasolina,Usados,8068068716,Citroën,64-XG-80,Nacional,82 cv,22 474 km,Citadino,Manual,Sim,,
15662,2015,Diesel,Usados,8074279163,Peugeot,68-ZS-56,,120 cv,151 000 km,Carrinha,Manual,,Classe 1,
15663,2015,Diesel,Usados,8073867005,BMW,,Importado,150 cv,69 000 km,Utilitário,Manual,,,
15664,2015,Diesel,Usados,8073519491,Renault,,,95 cv,179 000 km,Utilitário,,,,
15665,2013,Diesel,Usados,8072926213,Opel,,Nacional,95 cv,203 000 km,Citadino,Manual,,Classe 1,
15666,2014,Diesel,Usados,8074535139,VW,00-OO-00,Nacional,75 cv,80 600 km,Citadino,Manual,,Classe 1,
15667,2014,Diesel,Usados,8041366374,Mercedes-Benz,,,136 cv,103 000 km,Utilitário,Automática,,Classe 1,Classe GLA
15668,2019,Gasolina,Usados,8074548847,Citroën,57-ZO-04,Nacional,110 cv,10 km,Utilitário,Manual,Sim,,
15669,2016,Diesel,Usados,8069541400,MINI,57-SQ-07,,116 cv,45 620 km,Cabrio,Automática,,Classe 1,
15670,2011,Diesel,Usados,8072117237,BMW,,,218 cv,166 000 km,Sedan,,,,Série 5
15671,2010,Gasolina,Usados,8074273450,BMW,,Nacional,410 cv,91 000 km,SUV / TT,Automática,,,Série X
15672,2015,Diesel,Usados,8073519147,Renault,,,95 cv,156 000 km,Carrinha,Manual,Sim,Classe 1,
15673,2007,Diesel,Usados,8061625213,Ford,,Nacional,125 cv,190 000 km,Monovolume,Manual,,Classe 1,
15674,2018,Diesel,Usados,8072370169,Renault,,Nacional,177 cv,71 000 km,SUV / TT,Automática,,Classe 1,
15675,2019,Diesel,Usados,8075629386,Nissan,,Nacional,115 cv,30 975 km,SUV / TT,Manual,,Classe 1,
15676,2017,Diesel,Usados,8073527307,BMW,,,190 cv,106 000 km,Carrinha,Automática,,Classe 1,Série 5
15677,2013,Diesel,Usados,8068562185,Peugeot,,,112 cv,201 000 km,Carrinha,Automática,,Classe 1,
15678,2010,Diesel,Usados,8051951519,Mercedes-Benz,,Nacional,204 cv,288 000 km,Carrinha,Manual,,Classe 1,Classe E
15679,2009,Diesel,Usados,8075779038,Mercedes-Benz,,,224 cv,135 000 km,Monovolume,Automática,Sim,Classe 1,Classe R
15680,2015,Diesel,Usados,8061941723,Ford,,,75 cv,95 000 km,Monovolume,Manual,,Classe 1,
15681,1998,GPL,Usados,8074284527,Mercedes-Benz,,,186 cv,405 000 km,Sedan,Automática,Sim,Classe 1,Classe E
15682,2012,Diesel,Usados,8046119859,Jaguar,,,200 cv,155 000 km,Carrinha,Automática,Sim,Classe 1,
15683,2007,Diesel,Usados,8071958541,Volvo,,Nacional,185 cv,236 000 km,SUV / TT,Automática,,,
15684,2007,Diesel,Usados,8074279565,BMW,,,177 cv,340 000 km,Carrinha,,,,Série 5
15685,2009,Diesel,Usados,8068169598,Honda,,,150 cv,155 000 km,Carrinha,Automática,,,
15686,2017,Diesel,Usados,8073528062,BMW,39-UB-72,Nacional,116 cv,37 000 km,Monovolume,Manual,,Classe 1,Série 2
15687,2007,Diesel,Usados,8074285731,Renault,66-DB-42,,110 cv,206 000 km,Utilitário,Manual,,Classe 1,
15688,2009,Diesel,Usados,8075779038,Mercedes-Benz,,,224 cv,135 000 km,Monovolume,Automática,Sim,Classe 1,Classe R
15689,2018,Diesel,Usados,8065653461,Nissan,06-VU-02,Nacional,115 cv,17 500 km,SUV / TT,Manual,,,
15690,2017,Diesel,Usados,8067597507,Mercedes-Benz,,,194 cv,83 900 km,Carrinha,Automática,,Classe 1,Classe E
15691,2008,Diesel,Usados,8073529562,Citroën,,,55 cv,218 000 km,Citadino,,,,
15692,2005,Diesel,Usados,8056505919,Mercedes-Benz,,Nacional,170 cv,160 000 km,Coupé,Automática,,Classe 1,Classe CLK
15693,2003,Gasolina,Usados,8074280457,Renault,,,60 cv,101 700 km,Citadino,,,,
15694,2012,Diesel,Usados,8074275249,Volvo,,,84 cv,120 000 km,Carrinha,Manual,,,
15695,2013,Híbrido (Gasolina),Usados,8056194930,Lexus,44-XC-70,,136 cv,58 000 km,Citadino,Automática,,,CT
15696,2008,Diesel,Usados,8073530203,BMW,,,143 cv,350 000 km,Sedan,Manual,,,Série 3
15697,2010,Diesel,Usados,8072349052,Lancia,,,190 cv,205 000 km,Utilitário,Manual,,Classe 1,
15698,2011,Diesel,Usados,8074286219,BMW,,,143 cv,154 831 km,Coupé,Manual,Sim,Classe 1,Série 1
15699,2014,Diesel,Usados,8074282003,Toyota,,Nacional,124 cv,80 732 km,Carrinha,Manual,,Classe 1,
15700,2017,Diesel,Usados,8073525194,BMW,,,95 cv,57 720 km,Utilitário,Manual,,Classe 1,Série 1
15701,2007,Diesel,Usados,8073527715,Mercedes-Benz,,,224 cv,225 000 km,SUV / TT,Automática,,,Classe M
15702,2001,Diesel,Usados,8071580249,Toyota,,,116 cv,305 000 km,Monovolume,,,,
15703,2012,Diesel,Usados,8073528592,Land Rover,,,150 cv,42 000 km,SUV / TT,,,,
15704,2005,Diesel,Usados,8056505919,Mercedes-Benz,,Nacional,170 cv,160 000 km,Coupé,Automática,,Classe 1,Classe CLK
15705,2018,Diesel,Usados,8059947967,Mercedes-Benz,,,170 cv,37 500 km,Carrinha,Automática,Sim,Classe 1,Classe C
15706,2008,Gasolina,Usados,8073529116,Lancia,,,60 cv,70 000 km,Pequeno citadino,,,,
15707,2015,Gasolina,Usados,8074281575,Fiat,,Nacional,69 cv,37 000 km,Citadino,Manual,,Classe 1,
15708,2014,Diesel,Usados,8074282457,BMW,,,143 cv,141 000 km,Carrinha,,,,Série 3
15709,2018,Diesel,Usados,8065653461,Nissan,06-VU-02,Nacional,115 cv,17 500 km,SUV / TT,Manual,,,
15710,2017,Gasolina,Usados,8073526448,VW,51-ZN-55,Importado,310 cv,27 000 km,Utilitário,Automática,,Classe 1,
15711,2017,Diesel,Usados,8074288507,Citroën,,,75 cv,56 000 km,Carrinha,,Sim,,
15712,2006,Diesel,Usados,8073525128,Peugeot,10-BM-37,Nacional,68 cv,389 000 km,Citadino,Manual,,Classe 1,
15713,2008,Gasolina,Usados,8074282835,MINI,,,90 cv,75 000 km,Cabrio,,,,
15714,2007,Diesel,Usados,8074287892,Peugeot,,Nacional,90 cv,112 400 km,Utilitário,Manual,,Classe 1,
15715,2017,Diesel,Usados,8067597507,Mercedes-Benz,,,194 cv,83 900 km,Carrinha,Automática,,Classe 1,Classe E
15716,2017,Diesel,Usados,8074302764,Peugeot,,,100 cv,48 000 km,SUV / TT,Automática,,Classe 1,
15717,2009,Gasolina,Usados,8073531827,BMW,,,258 cv,102 000 km,Cabrio,Manual,,Classe 1,Série Z
15718,2010,Diesel,Usados,8074290709,Renault,,,105 cv,194 000 km,Carrinha,Manual,,,
15719,2010,Diesel,Usados,8074053605,Volvo,,Importado,80 cv,153 000 km,Carrinha,Manual,,,
15720,1998,Gasolina,Usados,8073534498,Honda,,Nacional,90 cv,215 000 km,Sedan,Manual,,Classe 1,
15721,2015,Diesel,Usados,8060430705,DS,,,120 cv,62 000 km,Utilitário,Manual,Sim,,
15722,2010,Gasolina,Usados,8073225404,VW,,,160 cv,135 000 km,Coupé,Manual,,Classe 1,
15723,2016,Diesel,Usados,8069216380,Mercedes-Benz,,,194 cv,59 500 km,Sedan,Automática,Sim,,Classe E
15724,2008,Diesel,Usados,8065788844,BMW,,Nacional,177 cv,183 600 km,SUV / TT,Manual,,Classe 1,Série X
15725,2019,Gasolina,Usados,8074286531,Opel,,,83 cv,9 691 km,SUV / TT,,,,
15726,2015,Diesel,Usados,8069513397,Nissan,,,130 cv,58 000 km,SUV / TT,Automática,Sim,Classe 1,
15727,2007,Diesel,Usados,8074291919,Audi,,,110 cv,124 000 km,Utilitário,,,,
15728,2007,Diesel,Usados,8073532270,Renault,,Nacional,85 cv,145 000 km,Carrinha,Manual,Sim,Classe 1,
15729,2008,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,,
15730,2015,Diesel,Usados,8070438559,Peugeot,,,120 cv,147 300 km,Citadino,,,,
15731,2009,Diesel,Usados,8068396816,Fiat,,Nacional,100 cv,128 000 km,Cabrio,,,,
15732,2017,Diesel,Usados,8074302764,Peugeot,,,100 cv,48 000 km,SUV / TT,Automática,,Classe 1,
15733,2008,Diesel,Usados,8073533917,VW,,,105 cv,237 000 km,Utilitário,Manual,,Classe 1,
15734,2010,Diesel,Usados,8074291466,SEAT,,Nacional,105 cv,173 000 km,Monovolume,Manual,,Classe 1,
15735,1992,Gasolina,Usados,8074287789,Volvo,,,200 cv,128 000 km,Sedan,Manual,,,
15736,2009,Diesel,Usados,8074290627,Opel,04-IN-06,Nacional,130 cv,210 000 km,Sedan,Manual,,Classe 1,
15737,2015,Diesel,Usados,8074290002,Ford,,Nacional,125 cv,110 900 km,Monovolume,Manual,,,
15738,2016,Diesel,Usados,8073212495,MINI,,Nacional,116 cv,2 600 km,Citadino,Automática,Sim,Classe 1,
15739,2019,Gasolina,Usados,8074271884,Fiat,,,120 cv,4 km,SUV / TT,Manual,,Classe 1,
15740,2015,Diesel,Usados,8071313368,Peugeot,,,120 cv,128 000 km,Utilitário,,,,
15741,2019,Gasolina,Usados,8074286531,Opel,,,83 cv,9 691 km,SUV / TT,,,,
15742,2004,Diesel,Usados,8074295201,SEAT,,,150 cv,264 000 km,Sedan,Manual,,Classe 1,
15743,2008,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,,
15744,2010,Diesel,Usados,8067858046,BMW,,Importado,146 cv,164 500 km,Sedan,Manual,Sim,Classe 1,Série 3
15745,2009,Diesel,Usados,8073531985,BMW,,Nacional,143 cv,189 967 km,Sedan,Manual,,Classe 1,Série 3
15746,2012,Diesel,Usados,8073531807,Ford,14-OT-94,Importado,115 cv,138 000 km,Utilitário,Manual,Sim,Classe 1,
15747,2015,Diesel,Usados,8074291177,Peugeot,,,120 cv,170 000 km,Carrinha,Manual,,,
15748,2008,Diesel,Usados,8072283533,Audi,,,105 cv,130 000 km,Sedan,Manual,,,
15749,2001,Diesel,Usados,8073904175,Chrysler,,Nacional,140 cv,340 000 km,Monovolume,Manual,,Classe 1,
15750,2013,Diesel,Usados,8073534096,BMW,,,184 cv,150 000 km,Carrinha,Automática,,Classe 1,Série 3
15751,1997,Diesel,Usados,8073532592,BMW,,,145 cv,300 000 km,Sedan,Automática,,Classe 1,Série 7
15752,2016,Diesel,Usados,8073532421,BMW,,Nacional,150 cv,66 573 km,Carrinha,Automática,,Classe 1,Série 3
15753,2012,Gasolina,Usados,8072381129,Mercedes-Benz,21-XZ-38,Importado,306 cv,65 000 km,Cabrio,Automática,,Classe 1,Classe SLK
15754,2019,Gasolina,Usados,8074271884,Fiat,,,120 cv,4 km,SUV / TT,Manual,,Classe 1,
15755,2018,Diesel,Usados,8073531902,Renault,,Nacional,90 cv,38 845 km,Citadino,Manual,,Classe 1,
15756,2016,Gasolina,Usados,8073535318,Mercedes-Benz,,,156 cv,78 000 km,Coupé,Automática,,Classe 1,Classe C
15757,2008,Diesel,Usados,8073535191,BMW,,Nacional,286 cv,98 000 km,Coupé,Automática,,Classe 1,Série 6
15758,2019,Diesel,Usados,8055636381,BMW,30-VX-91,Nacional,150 cv,32 km,Carrinha,Automática,Sim,Classe 1,Série 3
15759,2008,Diesel,Usados,8072280874,Mercedes-Benz,,,81 cv,131 468 km,Citadino,Manual,Sim,,Classe A
15760,2014,Gasolina,Usados,8073534933,Fiat,,,62 cv,44 000 km,Pequeno citadino,,,,
15761,2009,Gasolina,Usados,8073537978,Citroën,,,68 cv,110 000 km,Pequeno citadino,Manual,,Classe 1,
15762,2010,Diesel,Usados,8073542025,Renault,,Nacional,110 cv,165 000 km,Coupé,Manual,,,
15763,2015,Diesel,Usados,8075606899,BMW,,Nacional,163 cv,101 000 km,SUV / TT,Manual,,,Série X
15764,2015,Diesel,Usados,8073537989,Mercedes-Benz,,Importado,204 cv,154 000 km,Cabrio,Automática,,Classe 1,Classe E
15765,2017,Diesel,Usados,8074303814,VW,,Importado,184 cv,105 000 km,Utilitário,Manual,,Classe 1,
15766,2014,Diesel,Usados,8073541319,Toyota,,,90 cv,90 450 km,Utilitário,,,,
15767,2018,Diesel,Usados,8066504505,Nissan,23-VV-36,Nacional,110 cv,24 391 km,SUV / TT,Manual,Sim,,
15768,2015,Diesel,Usados,8074694466,BMW,55-QM-86,Nacional,116 cv,39 865 km,SUV / TT,Manual,,Classe 1,Série 2
15769,2016,Diesel,Usados,8068283274,Volvo,,,190 cv,126 000 km,SUV / TT,Automática,,Classe 1,
15770,2010,Diesel,Usados,8073535247,Renault,,,130 cv,138 000 km,Monovolume,,,,
15771,2014,Diesel,Usados,8074535139,VW,00-OO-00,Nacional,75 cv,80 600 km,Citadino,Manual,,Classe 1,
15772,2009,Diesel,Usados,8073442937,VW,,,105 cv,155 000 km,Carrinha,Manual,Sim,Classe 1,
15773,2019,Gasolina,Usados,8069122372,Nissan,94-XU-00,,140 cv,1 km,SUV / TT,Manual,Sim,,
15774,2015,Diesel,Usados,8059537300,BMW,93-PV-63,Nacional,184 cv,61 797 km,Coupé,Automática,Sim,Classe 1,Série 2
15775,2010,Diesel,Usados,8063724443,Citroën,,Nacional,245 cv,235 000 km,Sedan,Automática,Sim,Classe 1,
15776,2012,Diesel,Usados,8074299666,Mercedes-Benz,,Nacional,136 cv,129 866 km,Carrinha,Automática,,Classe 1,Classe C
15777,2015,Diesel,Usados,8054162377,BMW,78-PQ-32,Nacional,143 cv,98 255 km,Carrinha,Automática,Sim,Classe 1,Série 3
15778,2018,Diesel,Usados,8066504505,Nissan,23-VV-36,Nacional,110 cv,24 391 km,SUV / TT,Manual,Sim,,
15779,2000,Diesel,Usados,8071085947,BMW,,Nacional,184 cv,271 000 km,Sedan,Manual,,Classe 1,Série 3
15780,2014,Diesel,Usados,8074535139,VW,00-OO-00,Nacional,75 cv,80 600 km,Citadino,Manual,,Classe 1,
15781,2015,Diesel,Usados,8074694466,BMW,55-QM-86,Nacional,116 cv,39 865 km,SUV / TT,Manual,,Classe 1,Série 2
15782,1992,Gasolina,Usados,8058570703,Alfa Romeo,25-16-NI,Importado,109 cv,57 000 km,Cabrio,Manual,Sim,Classe 1,
15783,2014,Diesel,Usados,8041915842,Lancia,14-PA-45,Nacional,177 cv,101 000 km,Monovolume,Automática,Sim,Classe 1,
15784,2006,Gasolina,Usados,8073534939,Smart,,Nacional,61 cv,164 000 km,Pequeno citadino,Automática,Sim,Classe 1,
15785,2019,Diesel,Usados,8073869201,Renault,92-XN-63,,90 cv,20 909 km,SUV / TT,Manual,Sim,,
15786,2012,Diesel,Usados,8065373861,Mercedes-Benz,,,205 cv,242 500 km,SUV / TT,Automática,,Classe 2,Classe M
15787,2008,Gasolina,Usados,8073539476,Opel,,,80 cv,65 733 km,Citadino,Manual,,Classe 1,
15788,2015,Diesel,Usados,8073539117,Fiat,,Nacional,120 cv,63 892 km,SUV / TT,Manual,,Classe 1,
15789,2013,Diesel,Usados,8073442402,VW,,Nacional,105 cv,63 000 km,Utilitário,Manual,,Classe 1,
15790,2007,Gasolina,Usados,8074303286,BMW,,,170 cv,167 000 km,Cabrio,Automática,,,Série 3
15791,2015,Diesel,Usados,8075606899,BMW,,Nacional,163 cv,101 000 km,SUV / TT,Manual,,,Série X
15792,2015,Diesel,Usados,8074307362,BMW,,Nacional,190 cv,60 000 km,Cabrio,Manual,,Classe 1,Série 4
15793,2019,Gasolina,Usados,8072705699,Fiat,87-XF-45,Nacional,69 cv,18 376 km,Cabrio,Automática,Sim,Classe 1,
15794,2015,Gasolina,Usados,8073537996,Smart,,Nacional,70 cv,16 900 km,Pequeno citadino,Automática,,Classe 1,
15795,2018,Gasolina,Usados,8060999590,Smart,,Nacional,109 cv,14 308 km,Pequeno citadino,Automática,,Classe 1,
15796,2013,Diesel,Usados,8070334607,BMW,,,218 cv,200 000 km,Sedan,Manual,,Classe 1,Série 1
15797,2013,Gasolina,Usados,8073542421,VW,,,220 cv,105 000 km,Utilitário,Automática,,Classe 1,
15798,2014,Diesel,Usados,8075586953,Mitsubishi,,Nacional,115 cv,52 000 km,SUV / TT,Manual,Sim,Classe 1,
15799,2015,Diesel,Usados,8072951516,VW,,Nacional,120 cv,93 000 km,Carrinha,Manual,,Classe 1,
15800,2015,Híbrido (Gasolina),Usados,8073525451,BMW,,Importado,313 cv,166 000 km,SUV / TT,Automática,,,Série X
15801,2008,Diesel,Usados,8064133055,Smart,,Importado,45 cv,105 000 km,Pequeno citadino,,Sim,,
15802,2015,Diesel,Usados,8074315610,VW,,,120 cv,130 000 km,Carrinha,,,,
15803,2017,Diesel,Usados,8035780809,Mercedes-Benz,,Nacional,194 cv,63 261 km,Carrinha,Automática,,Classe 1,Classe E
15804,1998,Diesel,Usados,8073543858,Land Rover,,,97 cv,350 000 km,SUV / TT,,,,
15805,2016,Diesel,Usados,8073543588,Peugeot,,,120 cv,52 327 km,Carrinha,,Sim,,
15806,2019,Gasolina,Usados,8065929285,Fiat,,Nacional,69 cv,13 246 km,Pequeno citadino,Manual,Sim,Classe 1,
15807,2014,Diesel,Usados,8061884250,MINI,57-PI-50,Nacional,116 cv,55 000 km,Citadino,Manual,,Classe 1,
15808,2015,Diesel,Usados,8072951516,VW,,Nacional,120 cv,93 000 km,Carrinha,Manual,,Classe 1,
15809,2014,Diesel,Usados,8075586953,Mitsubishi,,Nacional,115 cv,52 000 km,SUV / TT,Manual,Sim,Classe 1,
15810,2018,Diesel,Usados,8035881814,Opel,,Nacional,134 cv,69 000 km,Monovolume,Manual,Sim,Classe 1,
15811,2016,Diesel,Usados,8042983522,Peugeot,17-ZM-91,,120 cv,108 502 km,Carrinha,,Sim,,
15812,2005,Gasolina,Usados,8056843328,Porsche,,Nacional,240 cv,89 885 km,Cabrio,Manual,Sim,Classe 1,
15813,2018,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,,Importado,295 cv,60 000 km,Carrinha,Automática,,Classe 1,Classe C
15814,2017,Diesel,Usados,8065416470,Opel,,Nacional,134 cv,79 000 km,Monovolume,Manual,Sim,Classe 1,
15815,2015,Diesel,Usados,8073542236,BMW,,,150 cv,46 846 km,Sedan,Manual,,,Série 4
15816,2005,Diesel,Usados,8056505919,Mercedes-Benz,,Nacional,170 cv,160 000 km,Coupé,Automática,,Classe 1,Classe CLK
15817,2005,Diesel,Usados,8056505919,Mercedes-Benz,,Nacional,170 cv,160 000 km,Coupé,Automática,,Classe 1,Classe CLK
15818,2018,Diesel,Usados,8042271931,SEAT,,Nacional,150 cv,75 000 km,Carrinha,Automática,Sim,Classe 1,
15819,2009,Diesel,Usados,8064458485,Renault,,Nacional,105 cv,250 000 km,Monovolume,Manual,,Classe 1,
15820,2017,Diesel,Usados,8035881651,Opel,,Nacional,134 cv,81 000 km,Monovolume,Manual,Sim,Classe 1,
15821,2015,Diesel,Usados,8074315540,BMW,,Nacional,190 cv,79 183 km,SUV / TT,Automática,Sim,Classe 1,Série X
15822,2010,Diesel,Usados,8053509601,Aixam,,,4 cv,43 595 km,Pequeno citadino,,Sim,,
15823,2011,Gasolina,Usados,8067897855,MINI,,Nacional,184 cv,127 500 km,Cabrio,Manual,,Classe 1,
15824,2011,Diesel,Usados,8074322973,Toyota,,Importado,286 cv,131 000 km,SUV / TT,Automática,Sim,Classe 2,
15825,2018,Diesel,Usados,8060950063,Ford,,Nacional,120 cv,45 000 km,Utilitário,Manual,Sim,Classe 1,
15826,2009,Gasolina,Usados,8073545104,Audi,,,272 cv,128 600 km,Coupé,Manual,,,
15827,2018,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,,Importado,295 cv,60 000 km,Carrinha,Automática,,Classe 1,Classe C
15828,2008,Gasolina,Usados,8058674075,Porsche,,Nacional,355 cv,37 500 km,Coupé,Automática,Sim,Classe 1,911 (Todos)
15829,2019,Diesel,Usados,8075188278,Fiat,,Nacional,95 cv,23 780 km,Carrinha,Manual,,Classe 1,
15830,2016,Diesel,Usados,8072494201,Renault,,,90 cv,126 075 km,Citadino,Manual,Sim,Classe 1,
15831,2016,Diesel,Usados,8073547620,BMW,,,231 cv,59 000 km,SUV / TT,Automática,Sim,Classe 1,Série X
15832,2018,Gasolina,Usados,8037840282,Renault,,Nacional,90 cv,39 500 km,Citadino,Manual,Sim,Classe 1,
15833,2008,Diesel,Usados,8073549828,VW,,,140 cv,360 000 km,Carrinha,Automática,,,
15834,2014,Diesel,Usados,8068062744,Renault,,,110 cv,124 870 km,Carrinha,Automática,,Classe 1,
15835,2014,Diesel,Usados,8074318885,Volvo,,,115 cv,68 000 km,Utilitário,Manual,,Classe 1,
15836,2016,Gasolina,Usados,8073551908,Hyundai,,,84 cv,29 500 km,Citadino,,,,
15837,2019,Gasolina,Usados,8060816186,Nissan,,Nacional,100 cv,1 800 km,Citadino,Manual,,Classe 1,
15838,2015,Híbrido (Diesel),Usados,8075586724,Mercedes-Benz,,,204 cv,65 600 km,Sedan,Automática,,Classe 1,Classe S
15839,2008,Diesel,Usados,8073554952,Nissan,,,177 cv,315 000 km,SUV / TT,Manual,Sim,Classe 2,
15840,2015,Gasolina,Usados,8041405015,Mercedes-Benz,,,360 cv,85 000 km,SUV / TT,Automática,Sim,Classe 1,Classe GLA
15841,2005,Gasolina,Usados,8073403263,Renault,,Nacional,75 cv,85 200 km,Monovolume,Manual,,Classe 1,
15842,2015,Diesel,Usados,8074331694,Peugeot,,,120 cv,120 000 km,Carrinha,Manual,,Classe 1,
15843,2018,Diesel,Usados,8038995635,BMW,76-UQ-17,Nacional,116 cv,17 011 km,Utilitário,Manual,,Classe 1,Série 1
15844,2012,Diesel,Usados,8070868950,BMW,,,110 cv,142 300 km,Citadino,Manual,,Classe 1,Série 1
15845,2009,Diesel,Usados,8070773980,Mercedes-Benz,,,204 cv,230 900 km,Carrinha,,,,Classe E
15846,2016,Diesel,Usados,8044099914,VW,,Importado,110 cv,100 000 km,Carrinha,Manual,,,
15847,2016,Eléctrico,Usados,8069148284,BMW,32-zl-83,,170 cv,29 959 km,Citadino,Automática,,Classe 1,Série i
15848,2019,Gasolina,Usados,8065713010,Renault,,Nacional,90 cv,1 650 km,SUV / TT,Manual,,Classe 1,
15849,2014,Diesel,Usados,8073871664,Peugeot,00-00-00,,120 cv,148 520 km,Carrinha,Manual,Sim,Classe 1,
15850,2016,Gasolina,Usados,8067878692,Renault,21-RP-62,Nacional,90 cv,49 952 km,Carrinha,Manual,,Classe 1,
15851,2019,Gasolina,Usados,8068276547,SEAT,,Nacional,115 cv,15 848 km,SUV / TT,Manual,,Classe 1,
15852,2015,Híbrido (Diesel),Usados,8075586724,Mercedes-Benz,,,204 cv,65 600 km,Sedan,Automática,,Classe 1,Classe S
15853,2005,Diesel,Usados,8074331607,Opel,,Nacional,100 cv,280 000 km,Utilitário,Manual,,Classe 1,
15854,2015,Diesel,Usados,8074340505,BMW,,,190 cv,99 800 km,SUV / TT,Automática,,Classe 1,Série X
15855,2008,Diesel,Usados,8050792672,BMW,,,177 cv,154 000 km,Sedan,Automática,,Classe 1,Série 5
15856,2017,Gasolina,Usados,8060817250,Renault,64-TC-30,Nacional,90 cv,33 197 km,Citadino,Manual,,Classe 1,
15857,2010,Diesel,Usados,8069654478,Mercedes-Benz,,,204 cv,348 000 km,Carrinha,Automática,,Classe 1,Classe E
15858,2016,Gasolina,Usados,8074335396,Porsche,,,420 cv,17 323 km,Cabrio,Semi-automática,,Classe 1,911 (Todos)
15859,2012,Diesel,Usados,8063025104,Renault,,,110 cv,145 200 km,Carrinha,Manual,,,
15860,2017,Gasolina,Usados,8058562452,SEAT,,Nacional,75 cv,35 079 km,Citadino,Manual,,Classe 1,
15861,2019,Gasolina,Usados,8065021353,Mercedes-Benz,39-XX-84,Nacional,156 cv,6 500 km,Sedan,Automática,Sim,,Classe CLA
15862,2015,Diesel,Usados,8073871655,VW,42-PR-10,Nacional,120 cv,126 971 km,Carrinha,Manual,Sim,Classe 1,
15863,2016,Diesel,Usados,8044099914,VW,,Importado,110 cv,100 000 km,Carrinha,Manual,,,
15864,2011,Diesel,Usados,8074338533,VW,,,105 cv,238 000 km,Carrinha,,,,
15865,2019,Gasolina,Usados,8072013969,Citroën,,Nacional,82 cv,11 534 km,Citadino,Manual,,Classe 1,
15866,2019,Gasolina,Usados,8065021353,Mercedes-Benz,39-XX-84,Nacional,156 cv,6 500 km,Sedan,Automática,Sim,,Classe CLA
15867,2015,Diesel,Usados,8062085993,BMW,69-QF-16,Nacional,190 cv,65 562 km,Sedan,Automática,,Classe 1,Série 5
15868,2014,Gasolina,Usados,8074336625,Mercedes-Benz,,,360 cv,95 000 km,Utilitário,Automática,,,Classe A
15869,2015,Diesel,Usados,8074210529,Mercedes-Benz,,,110 cv,39 900 km,SUV / TT,,,,Classe GLA
15870,2002,Diesel,Usados,8073559726,Ford,,Nacional,1 cv,215 000 km,Citadino,Manual,Sim,Classe 1,
15871,2001,Diesel,Usados,8056333568,Toyota,,Nacional,125 cv,160 000 km,SUV / TT,Manual,,,
