,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
1422,2015,Classe 1,Diesel,Usados,8059858911,Peugeot,120 cv,160 546 km,Carrinha,Manual,Sim,,,
1423,2011,Classe 1,Diesel,Usados,8041147586,Suzuki,75 cv,138 000 km,Citadino,Manual,Sim,62-MN-15,,Nacional
1424,2018,,Diesel,Usados,8065906780,Jeep,120 cv,50 000 km,SUV / TT,Manual,,,,Nacional
1425,2015,Classe 1,Diesel,Usados,8073606711,Mercedes-Benz,136 cv,131 072 km,Carrinha,Automática,,,Classe CLA,Importado
1426,2018,,Diesel,Usados,8015320134,Fiat,95 cv,39 000 km,SUV / TT,Manual,,,,Nacional
1427,2018,,Diesel,Usados,8042544837,Jeep,120 cv,20 000 km,SUV / TT,Manual,,,,Nacional
1428,2016,Classe 1,Diesel,Usados,8072478267,Peugeot,120 cv,155 391 km,Carrinha,Manual,,,,Importado
1429,2018,,Diesel,Usados,8038188671,Fiat,95 cv,39 000 km,Monovolume,Manual,,,,Nacional
1430,2015,Classe 1,Diesel,Usados,8059858911,Peugeot,120 cv,160 546 km,Carrinha,Manual,Sim,,,
1431,2013,Classe 1,Híbrido (Diesel),Usados,8053877154,Volvo,285 cv,198 000 km,Carrinha,Automática,,90-ZM-59,,Importado
1432,2008,Classe 1,Diesel,Usados,8054423697,Fiat,75 cv,162 079 km,Pequeno citadino,Manual,,00-00-00,,
1433,2010,Classe 1,Diesel,Usados,8035426498,Mercedes-Benz,252 cv,122 212 km,Utilitário,Automática,Sim,,Classe CLS,Nacional
1434,2019,Classe 1,Gasolina,Usados,8058140047,Fiat,69 cv,7 km,Cabrio,Manual,,,,Nacional
1435,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Sim,79-QF-88,Classe CLA,Nacional
1436,2010,Classe 1,Diesel,Usados,8069167856,Mitsubishi,140 cv,160 000 km,Monovolume,Manual,Sim,,,
1437,2016,Classe 1,Diesel,Usados,8053878110,BMW,163 cv,167 895 km,Carrinha,Automática,Sim,54-XV-51,Série 3,
1438,2016,Classe 1,Diesel,Usados,8053878110,BMW,163 cv,167 895 km,Carrinha,Automática,Sim,54-XV-51,Série 3,
1439,2017,Classe 1,Gasolina,Usados,8063250360,Peugeot,130 cv,86 141 km,Utilitário,Manual,Sim,,,
1440,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
1441,2016,Classe 1,Diesel,Usados,8070495311,Peugeot,150 cv,79 422 km,Carrinha,Manual,,,,
1442,2018,Classe 1,Diesel,Usados,8066327769,Citroën,75 cv,38 988 km,Citadino,Manual,,,,Nacional
1443,2015,Classe 1,Diesel,Usados,8064523527,Mercedes-Benz,136 cv,94 100 km,Sedan,Manual,Sim,79-QF-88,Classe CLA,Nacional
1444,2018,Classe 1,Diesel,Usados,8072264659,Peugeot,130 cv,10 513 km,Carrinha,Automática,,,,
1445,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,,,,Nacional
1446,2008,Classe 1,Diesel,Usados,8046801791,BMW,163 cv,208 000 km,Carrinha,Manual,Sim,,Série 5,
1447,2018,,Diesel,Usados,8027838288,Fiat,95 cv,40 000 km,SUV / TT,Manual,,,,Nacional
1448,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
1449,2018,,Diesel,Usados,8063712305,Fiat,95 cv,40 000 km,Monovolume,Manual,,,,Nacional
1450,2019,Classe 1,Gasolina,Usados,8071932129,Fiat,69 cv,15 234 km,Cabrio,Manual,Sim,,,Nacional
1451,2015,Classe 1,Diesel,Usados,8073606711,Mercedes-Benz,136 cv,131 072 km,Carrinha,Automática,,,Classe CLA,Importado
1452,2017,,Diesel,Usados,8075630365,Renault,110 cv,83 250 km,Monovolume,Automática,Sim,,,
1453,2009,Classe 1,Diesel,Usados,8048679968,BMW,177 cv,118 259 km,Cabrio,Manual,,00-00-00,Série 3,Nacional
1454,2018,Classe 1,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,295 cv,60 000 km,Carrinha,Automática,,,Classe C,Importado
1455,2017,Classe 1,Diesel,Usados,8073295224,Audi,320 cv,48 000 km,Sedan,Automática,,,,Nacional
1456,2015,Classe 1,Diesel,Usados,8063933304,Volvo,120 cv,141 187 km,Sedan,Manual,Sim,,,
1457,2018,,Gasolina,Usados,8067542855,Fiat,70 cv,29 000 km,Pequeno citadino,Automática,,,,Nacional
1458,2017,,Diesel,Usados,8066364980,Ford,180 cv,36 000 km,Monovolume,Manual,Sim,,,Nacional
1459,2015,Classe 1,Diesel,Usados,8074533160,BMW,150 cv,124 800 km,Monovolume,Automática,Sim,,Série 2,Nacional
1460,2009,Classe 1,Diesel,Usados,8060832219,Mercedes-Benz,204 cv,99 890 km,Coupé,Automática,Sim,,Classe E,Nacional
1461,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,,,,Nacional
1462,2016,,Diesel,Usados,8073984142,Nissan,130 cv,36 000 km,SUV / TT,Manual,,00-00-00,,Nacional
1463,2015,,Gasolina,Usados,8072013988,Smart,71 cv,38 000 km,Citadino,,,,,
1464,2018,,Gasolina,Usados,8053405286,Fiat,69 cv,39 000 km,Pequeno citadino,Manual,,,,Nacional
1465,2016,Classe 1,Diesel,Usados,8068392946,Audi,150 cv,70 274 km,Carrinha,Manual,,,,Nacional
1466,2018,Classe 1,Diesel,Usados,8074307266,Opel,99 cv,42 651 km,SUV / TT,Manual,,,,Nacional
1467,2017,,Gasolina,Usados,8004718670,Fiat,69 cv,49 000 km,Pequeno citadino,Manual,,,,Nacional
1468,2012,Classe 1,Diesel,Usados,8072218210,Mercedes-Benz,170 cv,222 574 km,Carrinha,Manual,,00-00-00,Classe C,
1469,2015,,Diesel,Usados,8073915045,Audi,140 cv,140 000 km,Sedan,,,,,
1470,2011,,Diesel,Usados,8074138011,Audi,180 cv,165 000 km,Coupé,,,,,
1471,2016,Classe 1,Diesel,Usados,8067894139,Volvo,190 cv,47 250 km,Sedan,Automática,Sim,,,Nacional
1472,2018,Classe 1,Gasolina,Usados,8073113200,Citroën,82 cv,33 358 km,Citadino,Manual,,,,Nacional
1473,2018,,Gasolina,Usados,8069848111,Fiat,70 cv,25 000 km,Pequeno citadino,Manual,,,,Nacional
1474,2018,,Gasolina,Usados,8070662415,Fiat,69 cv,40 000 km,Pequeno citadino,Manual,,,,Nacional
1475,2017,Classe 1,Diesel,Usados,8045671138,Ford,120 cv,55 440 km,Carrinha,Manual,,00-00-00,,Nacional
1476,2017,,Diesel,Usados,8075630365,Renault,110 cv,83 250 km,Monovolume,Automática,Sim,,,
1477,2018,,Gasolina,Usados,8047103139,Fiat,69 cv,35 000 km,Pequeno citadino,Manual,,,,Nacional
1478,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,Manual,Sim,,,Nacional
1479,2016,,Diesel,Usados,8069302128,Opel,125 cv,82 759 km,Monovolume,Manual,,00-00-00,,Nacional
1480,2018,,Gasolina,Usados,8005900755,Fiat,69 cv,30 000 km,Citadino,Manual,,,,Nacional
1481,2013,Classe 1,Diesel,Usados,8075301742,BMW,184 cv,112 474 km,Carrinha,Automática,Sim,14-OF-62,Série 3,Nacional
1482,2018,,Gasolina,Usados,8001752375,Fiat,69 cv,50 000 km,Citadino,Manual,,,,Nacional
1483,2015,,Diesel,Usados,8073915045,Audi,140 cv,140 000 km,Sedan,,,,,
1484,2018,Classe 1,Gasolina,Usados,8072712156,Fiat,69 cv,35 151 km,Pequeno citadino,Manual,Sim,,,Nacional
1485,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1486,2018,Classe 1,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,295 cv,60 000 km,Carrinha,Automática,,,Classe C,Importado
1487,2018,,Gasolina,Usados,8053279029,Fiat,69 cv,39 000 km,Citadino,Manual,,,,Nacional
1488,2011,Classe 1,Diesel,Usados,8059584149,MINI,110 cv,265 870 km,Carrinha,Manual,,00-00-00,,Nacional
1489,2012,Classe 1,Gasolina,Usados,8073954432,Ford,82 cv,89 412 km,Citadino,Manual,,00-00-00,,Nacional
1490,2012,Classe 1,Diesel,Usados,8065321643,VW,75 cv,107 379 km,Citadino,Manual,,00-00-00,,Nacional
1491,2015,Classe 1,Diesel,Usados,8075613523,VW,150 cv,99 860 km,Carrinha,Automática,Sim,,,Nacional
1492,2019,,Diesel,Usados,8070358430,Skoda,150 cv,4 300 km,Sedan,Manual,Sim,,,Nacional
1493,2018,,Diesel,Usados,8002802275,Fiat,95 cv,30 000 km,Carrinha,Manual,,,,Nacional
1494,2018,,Diesel,Usados,8054632485,Fiat,95 cv,28 000 km,Carrinha,Manual,,,,Nacional
1495,2018,Classe 1,Gasolina,Usados,8070127881,Audi,95 cv,33 638 km,Citadino,Manual,,,,Nacional
1496,2019,Classe 1,Diesel,Usados,8070486561,Skoda,150 cv,5 500 km,SUV / TT,Automática,Sim,,,Nacional
1497,2018,Classe 1,Diesel,Usados,8070685872,Fiat,120 cv,88 000 km,Carrinha,Manual,,00-00-00,,Nacional
1498,2019,Classe 1,Diesel,Usados,8048315898,Fiat,95 cv,5 985 km,Utilitário,Manual,Sim,,,Nacional
1499,2018,,Diesel,Usados,8044338235,Fiat,95 cv,36 000 km,Citadino,Manual,,,,Nacional
1500,2018,,Diesel,Usados,8020432761,Fiat,95 cv,59 000 km,Citadino,Manual,,,,Nacional
1501,2017,,Gasolina,Usados,8075618690,Fiat,85 cv,15 000 km,Cabrio,Automática,Sim,,,
1502,2017,Classe 1,Diesel,Usados,8074377269,VW,105 cv,85 150 km,Utilitário,Manual,,,,
1503,2018,,Diesel,Usados,8003337615,Fiat,95 cv,40 000 km,Citadino,Manual,,,,Nacional
1504,2014,,Gasolina,Usados,8074782456,BMW,431 cv,90 000 km,Sedan,,,,Série 3,
1505,2019,Classe 1,Diesel,Usados,8075511472,Skoda,150 cv,4 300 km,SUV / TT,Manual,Sim,,,Nacional
1506,2017,,Diesel,Usados,8037569826,Fiat,95 cv,69 000 km,Citadino,Manual,,,,Nacional
1507,2018,,Diesel,Usados,8001751970,Fiat,95 cv,30 000 km,Citadino,Manual,,,,Nacional
1508,2018,,Diesel,Usados,8002267445,Fiat,95 cv,38 000 km,Carrinha,Manual,,,,Nacional
1509,2017,,Gasolina,Usados,8075618690,Fiat,85 cv,15 000 km,Cabrio,Automática,Sim,,,
1510,2005,Classe 1,Diesel,Usados,8073986368,Opel,90 cv,298 244 km,Utilitário,Manual,Sim,,,Nacional
1511,2014,Classe 1,Diesel,Usados,8061670064,Peugeot,140 cv,78 250 km,Sedan,Manual,Sim,,,Nacional
1512,2012,Classe 1,Diesel,Usados,8065392116,Volvo,163 cv,141 728 km,SUV / TT,Manual,,00-00-00,,Nacional
1513,2016,Classe 1,Diesel,Usados,8075591793,Mercedes-Benz,204 cv,49 356 km,Coupé,Automática,,,Classe C,Nacional
1514,2018,,Diesel,Usados,8001721270,Fiat,95 cv,38 000 km,Carrinha,Manual,,,,Nacional
1515,2015,Classe 1,Diesel,Usados,8069253096,VW,240 cv,89 500 km,Carrinha,Automática,Sim,,,Nacional
1516,2018,,Diesel,Usados,8036877141,Fiat,95 cv,39 000 km,Citadino,Manual,,,,Nacional
1517,2018,,Diesel,Usados,8002824480,Fiat,95 cv,30 000 km,Carrinha,Manual,,,,Nacional
1518,2014,Classe 1,Diesel,Usados,8063389364,Audi,170 cv,129 000 km,Carrinha,Manual,Sim,74-ZB-90,,
1519,2008,Classe 1,Gasolina,Usados,8074427887,Audi,420 cv,20 100 km,Coupé,Automática,,67-FC-55,,Nacional
1520,2010,Classe 1,Diesel,Usados,8073267096,BMW,184 cv,185 000 km,Sedan,Manual,,00-00-00,Série 5,Nacional
1521,2011,Classe 1,Diesel,Usados,8055404556,BMW,204 cv,178 400 km,Sedan,Automática,,00-00-00,Série 5,Nacional
1522,2018,,Diesel,Usados,8060292105,Fiat,95 cv,30 000 km,Citadino,Manual,,,,Nacional
1523,2014,Classe 1,Diesel,Usados,8063389364,Audi,170 cv,129 000 km,Carrinha,Manual,Sim,74-ZB-90,,
1524,2017,Classe 1,Diesel,Usados,8074377269,VW,105 cv,85 150 km,Utilitário,Manual,,,,
1525,2019,Classe 1,Diesel,Usados,8042293681,Fiat,95 cv,19 478 km,Monovolume,Manual,,,,
1526,2018,,Diesel,Usados,8036876433,Fiat,95 cv,39 000 km,Carrinha,Manual,,,,Nacional
1527,2016,Classe 1,Diesel,Usados,8075591793,Mercedes-Benz,204 cv,49 356 km,Coupé,Automática,,,Classe C,Nacional
1528,2016,Classe 1,Diesel,Usados,8071931766,Audi,150 cv,64 561 km,Carrinha,Manual,,,,Nacional
1529,2015,Classe 1,Gasolina,Usados,8059844517,Porsche,265 cv,31 000 km,Cabrio,Automática,Sim,,,Nacional
1530,2018,,Diesel,Usados,8042042433,Fiat,95 cv,27 000 km,Citadino,Manual,,,,Nacional
1531,2018,Classe 1,Gasolina,Usados,8064533764,Fiat,69 cv,26 879 km,Cabrio,Manual,Sim,,,
1532,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Sim,27-VB-78,Série 3,Nacional
1533,2010,Classe 1,Diesel,Usados,8072911421,Opel,160 cv,165 000 km,Carrinha,Manual,Sim,,,Nacional
1534,2015,,Diesel,Usados,8072989130,Renault,160 cv,105 000 km,Monovolume,,,,,
1535,2014,Classe 2,Diesel,Usados,8074866335,Porsche,240 cv,35 171 km,SUV / TT,Automática,Sim,,,
1536,2011,Classe 1,Diesel,Usados,8066736427,BMW,184 cv,170 000 km,Coupé,Manual,Sim,,Série 3,
1537,2011,,Diesel,Usados,8074849194,Porsche,245 cv,189 000 km,SUV / TT,Automática,,,,Nacional
1538,2017,Classe 1,Diesel,Usados,8072522948,Citroën,100 cv,44 070 km,Sedan,Manual,Sim,,,
1539,2005,Classe 1,Diesel,Usados,8073986368,Opel,90 cv,298 244 km,Utilitário,Manual,Sim,,,Nacional
1540,2019,Classe 1,Gasolina,Usados,8060749693,Fiat,69 cv,3 km,Cabrio,Manual,,,,
1541,2019,Classe 1,Gasolina,Usados,8075189515,Fiat,69 cv,12 652 km,Cabrio,Manual,,,,Nacional
1542,2004,,Diesel,Usados,8074707605,SEAT,110 cv,263 000 km,Utilitário,,,,,
1543,2018,Classe 1,Diesel,Usados,8067134223,Fiat,95 cv,35 000 km,Carrinha,Manual,,,,Nacional
1544,2016,,Diesel,Usados,8074137332,Peugeot,120 cv,170 000 km,Carrinha,,,,,
1545,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Semi-automática,Sim,89-XE-73,Série 3,Nacional
1546,2010,Classe 1,Gasolina,Usados,8067589055,BMW,306 cv,110 000 km,Cabrio,Automática,,,Série Z,
1547,2016,,Gasolina,Usados,8058052775,Smart,90 cv,29 654 km,Citadino,Manual,,,,Nacional
1548,2019,Classe 1,Gasolina,Usados,8069718872,Fiat,69 cv,14 162 km,Cabrio,Automática,,,,Nacional
1549,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Semi-automática,Sim,89-XE-73,Série 3,Nacional
1550,2015,,Diesel,Usados,8072989130,Renault,160 cv,105 000 km,Monovolume,,,,,
1551,2018,,Diesel,Usados,8029880964,Fiat,95 cv,39 000 km,Citadino,Manual,,,,Nacional
1552,2009,Classe 1,Diesel,Usados,8065576032,Opel,160 cv,150 000 km,Carrinha,Manual,Sim,,,Nacional
1553,2014,,Diesel,Usados,8072919276,Audi,177 cv,107 000 km,SUV / TT,Automática,Sim,,,Nacional
1554,2008,Classe 1,Diesel,Usados,8072915316,VW,105 cv,199 000 km,Sedan,Manual,Sim,,,Nacional
1555,2010,Classe 1,Diesel,Usados,8039479379,SEAT,140 cv,88 733 km,Monovolume,Manual,Sim,,,Nacional
1556,2006,Classe 1,Diesel,Usados,8074137129,Audi,140 cv,250 000 km,Sedan,Automática,,,,Nacional
1557,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
1558,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
1559,1994,,Diesel,Usados,8074781334,VW,90 cv,272 000 km,Sedan,Manual,Sim,,,
1560,2012,,Diesel,Usados,8041460285,Audi,105 cv,118 000 km,Utilitário,Manual,,,,Nacional
1561,2013,Classe 1,Diesel,Usados,8067059143,Nissan,90 cv,75 950 km,Utilitário,Manual,Sim,,,
1562,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Automática,Sim,27-VB-78,Série 3,Nacional
1563,2011,Classe 1,Diesel,Usados,8074542273,Renault,110 cv,174 000 km,Carrinha,Manual,,,,Nacional
1564,2015,,Diesel,Usados,8062079317,Nissan,130 cv,124 315 km,SUV / TT,Manual,,,,Nacional
1565,2019,,Gasolina,Usados,8069631648,Fiat,69 cv,13 142 km,Cabrio,Automática,Sim,,,Nacional
1566,2018,,Gasolina,Usados,8053194942,Peugeot,110 cv,17 433 km,SUV / TT,Automática,Sim,,,Nacional
1567,2014,Classe 1,Gasolina,Usados,8072290077,Citroën,70 cv,54 000 km,Citadino,Manual,,,,Nacional
1568,2007,Classe 1,Diesel,Usados,8075121178,Mercedes-Benz,170 cv,399 000 km,Carrinha,Automática,Sim,,Classe E,
1569,2013,Classe 1,Diesel,Usados,8074220637,Alfa Romeo,85 cv,78 659 km,Utilitário,Manual,,,,Nacional
1570,2019,Classe 1,Gasolina,Usados,8053489780,Fiat,69 cv,1 km,Pequeno citadino,Manual,Sim,,,Nacional
1571,2016,Classe 1,Diesel,Usados,8068993010,BMW,190 cv,150 000 km,Sedan,Automática,Sim,,Série 4,
1572,2016,Classe 1,Diesel,Usados,8074223217,Renault,110 cv,109 206 km,Carrinha,Manual,Sim,00-00-00,,
1573,2015,Classe 1,Diesel,Usados,8070324402,Honda,120 cv,61 927 km,SUV / TT,Manual,Sim,56-PL-08,,Nacional
1574,2016,,Híbrido (Diesel),Usados,8074535089,Mercedes-Benz,231 cv,64 646 km,Carrinha,Automática,Sim,,Classe C,Nacional
1575,2013,Classe 1,Gasolina,Usados,8070452438,Fiat,69 cv,82 780 km,Citadino,Manual,,,,Nacional
1576,2016,Classe 1,Gasolina,Usados,8075190014,SEAT,75 cv,59 000 km,Pequeno citadino,Manual,Sim,,,Nacional
1577,2014,Classe 1,Diesel,Usados,8075745751,Mercedes-Benz,170 cv,85 547 km,SUV / TT,Automática,Sim,,Classe GLK,Nacional
1578,2011,Classe 1,Gasolina,Usados,8065215178,Fiat,85 cv,120 000 km,Cabrio,Manual,Sim,,,Importado
1579,2017,Classe 1,Diesel,Usados,8066075203,Fiat,120 cv,35 408 km,Carrinha,Automática,Sim,,,Nacional
1580,2016,Classe 1,Diesel,Usados,8070764913,VW,75 cv,90 000 km,Citadino,Manual,Sim,,,
1581,2016,Classe 1,Diesel,Usados,8071127632,Fiat,95 cv,43 798 km,Cabrio,Manual,Sim,72-RX-73,,Nacional
1582,2011,Classe 1,Gasolina,Usados,8071993895,Renault,75 cv,101 700 km,Citadino,Manual,,,,Nacional
1583,2019,Classe 1,Diesel,Usados,8073301871,BMW,116 cv,1 100 km,SUV / TT,Automática,Sim,,Série X,Nacional
1584,2016,,Gasolina,Usados,8063468091,Ford,125 cv,72 451 km,Carrinha,Automática,Sim,,,Nacional
1585,2014,Classe 1,Diesel,Usados,8065215308,Fiat,95 cv,119 000 km,Cabrio,Manual,Sim,,,Importado
1586,2015,Classe 1,Diesel,Usados,8068990407,Renault,90 cv,139 000 km,Carrinha,Manual,Sim,,,
1587,2013,Classe 1,Diesel,Usados,8070657547,Audi,105 cv,149 000 km,Utilitário,Manual,Sim,,,
1588,2015,Classe 1,Diesel,Usados,8070422546,MINI,95 cv,168 000 km,Citadino,Manual,,,,
1589,2016,Classe 1,Diesel,Usados,8043082661,Audi,150 cv,119 000 km,Sedan,Manual,Sim,,,
1590,2013,Classe 1,Diesel,Usados,8037833160,BMW,136 cv,125 000 km,Carrinha,Manual,Sim,,Série 3,
1591,2012,Classe 1,Diesel,Usados,8073706924,Skoda,105 cv,174 659 km,Sedan,Manual,,,,Nacional
1592,2014,Classe 1,Diesel,Usados,8075745751,Mercedes-Benz,170 cv,85 547 km,SUV / TT,Automática,Sim,,Classe GLK,Nacional
1593,2014,Classe 1,Diesel,Usados,8063066481,Peugeot,120 cv,128 000 km,Carrinha,Manual,Sim,,,
1594,2017,Classe 1,Diesel,Usados,8066071603,Renault,110 cv,75 000 km,Utilitário,Manual,Sim,,,
1595,2016,Classe 1,Diesel,Usados,8074223217,Renault,110 cv,109 206 km,Carrinha,Manual,Sim,00-00-00,,
1596,2015,Classe 1,Gasolina,Usados,8066954368,Renault,90 cv,77 730 km,Carrinha,Manual,,,,Nacional
1597,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1598,2013,,Gasolina,Usados,8057475788,VW,70 cv,117 630 km,Citadino,Manual,,,,Nacional
1599,2011,Classe 1,Diesel,Usados,8068420441,Ford,115 cv,146 400 km,Monovolume,Manual,,,,Nacional
1600,2019,Classe 1,Gasolina,Usados,8070964447,SEAT,95 cv,16 250 km,SUV / TT,Manual,,,,Nacional
1601,2012,Classe 1,Diesel,Usados,8045846776,Renault,110 cv,139 000 km,Carrinha,Manual,Sim,,,Nacional
1602,2014,,Eléctrico,Usados,8047341878,BMW,170 cv,29 375 km,Utilitário,Automática,,,Série i,Nacional
1603,2015,Classe 1,Diesel,Usados,8071134495,Citroën,100 cv,104 253 km,Utilitário,Manual,Sim,89-QB-43,,Nacional
1604,2011,Classe 1,Diesel,Usados,8066571593,VW,90 cv,134 087 km,Citadino,Manual,Sim,,,Nacional
1605,2016,,Diesel,Usados,8039578829,Audi,110 cv,68 965 km,Utilitário,Manual,Sim,,,Nacional
1606,2013,Classe 1,Diesel,Usados,8060098709,Volvo,115 cv,84 000 km,Utilitário,Manual,Sim,,,
1607,2017,Classe 1,Gasolina,Usados,8063723552,Smart,90 cv,18 341 km,Cabrio,Manual,Sim,,,Nacional
1608,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,Manual,,,,Importado
1609,2015,Classe 1,Diesel,Usados,8070422546,MINI,95 cv,168 000 km,Citadino,Manual,,,,
1610,2015,Classe 1,Diesel,Usados,8073870634,Nissan,90 cv,69 950 km,Utilitário,Manual,,,,Nacional
1611,2018,Classe 1,Diesel,Usados,8070685689,Nissan,110 cv,73 400 km,SUV / TT,Manual,Sim,,,Nacional
1612,2018,,Gasolina,Usados,8067314411,Renault,90 cv,33 782 km,Citadino,Manual,Sim,,,Nacional
1613,2016,Classe 1,Diesel,Usados,8057331051,Peugeot,120 cv,128 141 km,Carrinha,Manual,,,,
1614,2015,,Diesel,Usados,8071209668,Renault,110 cv,98 866 km,Carrinha,Manual,Sim,55QO58,,
1615,2015,Classe 1,Diesel,Usados,8070359929,BMW,190 cv,131 000 km,Sedan,Manual,,,Série 4,
1616,2015,,Diesel,Usados,8038313959,Nissan,110 cv,124 911 km,SUV / TT,Manual,,,,
1617,2019,Classe 1,Híbrido (Gasolina),Usados,8073346715,Mercedes-Benz,435 cv,26 519 km,Coupé,Automática,Sim,,Classe E,Nacional
1618,2019,Classe 1,Gasolina,Usados,8055348537,VW,80 cv,13 260 km,Citadino,Manual,,,,
1619,2018,Classe 1,Diesel,Usados,8070603527,Opel,95 cv,29 100 km,Citadino,Manual,Sim,40-UE-70,,Nacional
1620,2016,Classe 1,Diesel,Usados,8070754492,Skoda,90 cv,70 362 km,Citadino,Manual,Sim,20-RA-95,,Nacional
1621,2016,Classe 1,Diesel,Usados,8070230046,Ford,120 cv,135 172 km,Carrinha,Manual,,,,
1622,2015,Classe 1,Diesel,Usados,8075608498,Ford,140 cv,64 251 km,Monovolume,Manual,,,,Nacional
1623,2017,Classe 1,Diesel,Usados,8075191117,Audi,190 cv,99 700 km,Sedan,Automática,Sim,14-SX-17,,Nacional
1624,2016,,Diesel,Usados,8074871111,Mercedes-Benz,136 cv,151 000 km,Carrinha,Manual,,,Classe C,
1625,2016,Classe 1,Diesel,Usados,8071553020,BMW,136 cv,147 000 km,SUV / TT,Manual,,,Série X,
1626,2018,,Gasolina,Usados,8072171615,Ford,85 cv,47 532 km,Citadino,Manual,Sim,01-VB-34,,Nacional
1627,2012,Classe 1,Diesel,Usados,8058133726,Mercedes-Benz,136 cv,160 000 km,Carrinha,Automática,Sim,,Classe C,Importado
1628,2008,Classe 1,Diesel,Usados,8073984248,BMW,177 cv,199 000 km,Sedan,Manual,,,Série 3,
1629,2015,Classe 1,Diesel,Usados,8075057917,Audi,136 cv,131 000 km,Carrinha,Manual,,,,
1630,2015,Classe 1,Diesel,Usados,8065543213,Mercedes-Benz,177 cv,47 500 km,Carrinha,Automática,Sim,,Classe CLA,
1631,2018,Classe 1,Diesel,Usados,8070603527,Opel,95 cv,29 100 km,Citadino,Manual,Sim,40-UE-70,,Nacional
1632,2015,Classe 1,Diesel,Usados,8070754535,Renault,110 cv,101 310 km,Carrinha,Manual,Sim,72-PZ-16,,Nacional
1633,2017,Classe 1,Diesel,Usados,8074976680,Peugeot,120 cv,130 000 km,SUV / TT,Automática,,,,
1634,2014,Classe 1,Diesel,Usados,8058133761,Renault,130 cv,90 000 km,Monovolume,Manual,Sim,,,Nacional
1635,2016,Classe 1,Gasolina,Usados,8066074969,Renault,130 cv,50 000 km,Utilitário,Manual,Sim,,,Importado
1636,2014,Classe 1,Diesel,Usados,8059474896,Volvo,115 cv,114 847 km,Utilitário,Manual,,,,
1637,2015,Classe 1,Diesel,Usados,8070362744,Citroën,115 cv,151 000 km,Monovolume,Manual,,,,
1638,2013,,Diesel,Usados,8075644878,Volvo,115 cv,180 000 km,Sedan,,,,,
1639,2016,Classe 1,Diesel,Usados,8064397078,Renault,110 cv,113 970 km,Carrinha,Manual,,,,
1640,2015,Classe 1,Diesel,Usados,8075608498,Ford,140 cv,64 251 km,Monovolume,Manual,,,,Nacional
1641,2015,,Diesel,Usados,8071209668,Renault,110 cv,98 866 km,Carrinha,Manual,Sim,55QO58,,
1642,2017,Classe 1,Gasolina,Usados,8075060703,Smart,71 cv,8 000 km,Citadino,Manual,,,,
1643,2017,Classe 1,Diesel,Usados,8074979462,Mercedes-Benz,116 cv,82 000 km,Carrinha,Manual,,,Classe C,
1644,2013,,Diesel,Usados,8075644878,Volvo,115 cv,180 000 km,Sedan,,,,,
1645,2016,Classe 1,Diesel,Usados,8061454982,Ford,120 cv,121 785 km,Utilitário,Manual,,,,
1646,2014,Classe 1,Diesel,Usados,8074439897,Audi,136 cv,104 715 km,Carrinha,Manual,Sim,81-PC-84,,Nacional
1647,2012,Classe 1,Diesel,Usados,8059448997,Alfa Romeo,120 cv,47 000 km,Utilitário,Manual,Sim,,,Importado
1648,2006,,Diesel,Usados,8074871355,Mazda,143 cv,203 000 km,Carrinha,Manual,,,,
1649,2010,,Diesel,Usados,8046112614,Mercedes-Benz,204 cv,123 600 km,Carrinha,Manual,Sim,,Classe E,Nacional
1650,2017,Classe 2,Híbrido (Gasolina),Usados,8071802186,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
1651,2013,,Diesel,Usados,8075644878,Volvo,115 cv,180 000 km,Sedan,,,,,
1652,2012,Classe 1,Diesel,Usados,8074946743,Renault,110 cv,111 680 km,Carrinha,Manual,,,,Nacional
